id,period,norm_mass,material,posX,posY,posZ
107.0,135.2013188154288,0.6329430071173742,2.0,-1.9241814579082355E10,-2.8588087220632908E10,1.4328681491697218E9
108.0,120.97585325508592,0.4383091516914316,2.0,-3.176323345554006E10,-3.3237476442409744E9,1.509602908924066E9
109.0,107.0458297499411,0.2108980964656304,0.0,-1.3707993441877037E10,-2.6194704960639492E10,3.472208392348426E7
110.0,118.23289263806728,0.9280005865859197,2.0,-2.0826329231389198E9,-3.1351590986538918E10,7.314850421076472E8
111.0,138.08853586314055,0.6768237600284358,2.0,-3.01449507241265E10,-1.771669553271E10,-2.7042292756233317E8
112.0,167.3647088369076,0.3209102169669473,2.0,-3.760790049321787E10,-1.2374115261692608E10,8.012857268203241E8
113.0,91.91236266362209,0.6256262899866366,0.0,8.252881863095082E9,-2.515590600486127E10,-2.6754221524096167E8
114.0,131.77404256661842,0.7601231028768841,2.0,-3.4013056166248985E10,1.727222251385723E9,-2.002220879581716E9
115.0,139.81216711778754,0.49372367669206485,2.0,3.3470864744823772E10,1.1346872032463877E10,-9.80666874110479E8
116.0,90.4314259425297,0.12440141563504158,0.0,1.4947734332084848E10,2.1800379879388214E10,7.640169827167299E8
117.0,82.92273127643658,0.7739677295188431,0.0,-4.715674863535328E9,2.441123976979764E10,-4.066856008102114E8
118.0,106.7588338534521,0.10775317062127104,3.0,2.4807162772199318E10,1.582972667400838E10,3.3283803411798434E9
119.0,116.19814066618797,0.9352663211810102,2.0,5.02165461904128E9,-3.0785520912866795E10,-2.795148156124763E9
120.0,109.5010544264338,0.22373643188575953,0.0,5.0217225894760513E8,-2.9999131853466713E10,2.2079607336335707E9
121.0,82.03507961756327,0.5539626895125888,0.0,3.201645516568268E9,-2.4208800704900948E10,3.166690724041224E9
122.0,131.2536370396599,0.57847710373723,2.0,5.216391937948767E9,-3.3226379386535873E10,-5.878077555423279E8
123.0,169.0293032556892,0.9983069022319604,2.0,-2.214806040658003E10,3.343017127916813E10,2.8720353396415367E9
124.0,140.8516594791084,0.8966590356591083,2.0,1.764675378933669E10,-3.062195369709023E10,-1.8443880726758322E8
125.0,104.92587586273525,0.6606100367710502,0.0,-2.550106130392458E10,1.4133458827113949E10,2.189041529411076E9
126.0,102.53755864883226,0.9740605362122625,0.0,-9.518958123439993E9,2.677559593642371E10,1.5265124506957502E9
127.0,116.8352899455622,0.4076524101312453,2.0,3.1191704539648937E10,-2.770919323042345E9,-7.697078415596757E8
128.0,102.04062992225084,0.17415508202666186,0.0,-2.80613231693164E10,5.847088314241437E9,4.0799024057078063E8
129.0,78.43639257513351,0.9735513600758988,0.0,2.3435731457117836E10,-5.175692865259423E9,3.5121609987712795E8
130.0,108.77504358297966,0.8945658872169199,2.0,-1.2279869567116377E10,2.710451623751843E10,-1.8453477588268712E9
131.0,152.86112154883952,0.9898726738102613,3.0,3.3089372383809032E10,-1.7250135289346054E10,-4.128572176817411E9
132.0,93.89574485787537,0.1734280641165708,3.0,6.701734328499106E9,-2.6240555860289665E10,-4.885052612626121E8
133.0,155.32627209955996,0.5306765825539923,2.0,3.514037165352898E10,-1.4124476549061176E10,2.6228953120256596E9
134.0,66.01255084126213,0.7278716971614442,0.0,2.1369812574852562E8,-2.1411162812961338E10,5.128685029537013E8
135.0,90.71108575451058,0.7405671610829071,0.0,-2.629273201128622E10,2.4110040400049324E9,2.852640689431468E9
136.0,114.91093948134346,0.6967744385002502,2.0,-3.003961673194612E10,6.49134282294364E9,-4.1629568563911123E9
137.0,72.72545658572992,0.7119611116620352,1.0,1.4024206028640232E9,2.2634930219309685E10,-2.339091808709118E9
138.0,137.44107159884402,0.40978976369672615,2.0,1.0300155293270193E10,3.3442523190128414E10,-4.4879291249878675E8
139.0,121.66070709544348,0.5515618419617992,2.0,2.580979774666629E10,-1.901986277870443E10,-1.4149477944374526E9
140.0,126.389789520209,0.3621543095916222,2.0,1.844166824687262E10,-2.7173205552923607E10,-1.115928024243595E9
141.0,65.91718465295824,0.14117610122317062,0.0,1.9127591350067265E10,9.610142863655651E9,-7.432504452201508E7
142.0,128.25452859249907,0.29159155033371537,2.0,-2.1132087536064613E10,-2.597035432391866E10,9.991854751336999E8
143.0,152.91915366048815,0.35437028739352694,2.0,-3.627028138996475E10,-8.505353925960472E9,-2320752.4976573084
144.0,166.85030145935704,0.49599016284776165,2.0,-3.296660757357371E10,2.1270532289253372E10,3.1534654785192366E9
145.0,106.98336766843568,0.8781628891191714,0.0,-2.1739991633960346E10,1.9986175104328785E10,-3.885796234788377E8
146.0,94.84419875170433,0.5694607698052782,0.0,2.2054034881301582E10,-1.5856043587129086E10,-4.261451277297497E9
147.0,112.88153976621474,0.7192037974943148,3.0,1.0743813726320152E9,-3.0608577083071304E10,-5.334356055767473E8
148.0,121.10703856902985,0.8695587895183647,3.0,3.01896791909227E10,1.069231411490497E10,-1.146987951285794E9
149.0,94.44370256544242,0.7978718889177385,3.0,-3.780619995615481E9,2.6759878945626495E10,-7.031747635854275E8
150.0,115.2882220692954,0.2819703920917357,2.0,-1.879581906875386E10,2.4614845887237682E10,1.1218303900708833E9
151.0,107.84073974163755,0.6633728449569292,0.0,-1.739106623525787E10,2.409862055171531E10,1.4135644184772426E8
152.0,118.73117693442455,0.8116146739220892,2.0,1.7099055130588829E10,2.661117677420249E10,-4.165163921145139E9
153.0,103.1358075231848,0.9845316602537392,0.0,-1.3808082363044456E10,2.5021169472658577E10,3.863207133298792E9
154.0,115.95982535305694,0.37976737572507435,2.0,2.784954567976822E10,1.4091490529818966E10,2.3700121320765696E9
155.0,123.15081915525558,0.5941152913276877,2.0,-1.4596649702529745E10,2.9010781359525112E10,-1.3188550959461267E9
156.0,141.6144819203186,0.8473965479898717,2.0,2.347022032985449E9,-3.5665190975527916E10,3.7588317870724454E9
157.0,92.86113740004556,0.732065669890798,0.0,1.575392739348629E10,2.1912238778399185E10,3.5184105216684794E8
158.0,94.31497193455918,0.8221956957421522,0.0,-1.167171889215641E10,2.4152149790536476E10,4.433289307718463E9
159.0,138.26164794429474,0.7363377820675147,2.0,3.44214980433361E10,-6.043904795987703E9,-3.4017633146352667E8
160.0,118.97138530590026,0.9305397036374998,2.0,2.7393591466810867E10,-1.632330321015523E10,1.2576220273069892E9
161.0,78.11553345739719,0.7922955961575189,0.0,-2.182135977309903E10,-9.59475821849392E9,2.590969463272805E9
162.0,120.79390948813607,0.7555680330491846,0.0,3.1589438560023388E10,5.729813319325466E9,1.2952727263731592E9
163.0,100.75519333394661,0.15078222803824676,0.0,-2.5007203391968628E10,-1.3212961929018604E10,-7.002047890585433E8
164.0,65.34723809282495,0.7285420679408692,0.0,-3.231188692333996E9,-2.1000175736685623E10,-5.045881751271419E8
165.0,85.10654213191873,0.6946987505820801,0.0,-2.354381794970124E10,-9.864990990553276E9,1.47972003076203E8
166.0,119.93502159190167,0.3564396847919393,2.0,-2.177866898793786E10,2.3298047421395718E10,-6.858003936257151E8
167.0,106.23352803088203,0.9617979532489527,0.0,1.9889642316189064E10,2.160565876281828E10,-2.490341736115906E9
168.0,153.1135324611792,0.12716102054547382,2.0,-2.697693578444224E10,-2.6128190889389473E10,2042116.618223764
169.0,131.99418077441157,0.825460749993729,2.0,-2.1970610678244686E10,-2.582902185780985E10,3.391054039679794E9
170.0,74.83507320988774,0.3923728112575551,3.0,1.026114994857088E10,-2.083540249387581E10,3.1752653654047465E9
171.0,126.36905299620504,0.1409960807507378,2.0,-1.7312576622561172E10,2.8028051521502495E10,-4.313458784918517E9
172.0,110.08960626311136,0.8370084000575957,2.0,4.48281423849284E9,-2.979096287922501E10,-1.9296720161059458E9
173.0,111.77404634442307,0.3305863911446085,2.0,-2.2764036631766914E10,-2.000197008910182E10,1.730710368167032E8
174.0,97.91375608213735,0.1870841777513299,0.0,-2.7855906391441963E10,7.876397338377972E8,7.137631601639323E8
175.0,98.23795361081358,0.5401282459119991,0.0,7.31877652046479E9,-2.7131766283263607E10,-5.459704503350713E8
176.0,80.52856772339221,0.7003171456540318,0.0,-2.436430265214235E10,2.5879474615775967E9,6.365466282185894E8
177.0,89.15343541735382,0.3540888369182179,0.0,2.4473608174407883E10,9.407539796798077E9,5.009961987257608E8
178.0,90.01069498276422,0.7040514110180174,0.0,-2.629859575898207E10,-1.401973826942317E9,-1.0668845764476298E9
179.0,113.7848996332645,0.9690364861682264,2.0,3.0506428598531532E10,-2.277852907089302E9,-2.965016859179674E9
180.0,125.9404263949197,0.5790806939381964,2.0,-2.251204506021001E10,-2.3975030566865135E10,-1.3350763134483038E8
181.0,99.50491981135043,0.7264807206807092,0.0,-2.7741708747895954E10,4.997941352993167E9,-4.636823573376992E7
182.0,111.61567482126834,0.6903666352098118,2.0,2.798283370370182E10,-1.1745013433273262E10,2.766346098709935E9
183.0,96.75054051239195,0.7110794301559608,0.0,2.4510470551256973E10,-1.2839583135240742E10,-1.5550699515893233E9
184.0,128.6312581188671,0.4199174101883869,2.0,-2.5168602894952023E10,2.189553005401129E10,-3.338907105600199E9
185.0,143.66944121662854,0.3263866072436439,2.0,-6.827076162090279E9,-3.530462820487693E10,-8.743947443711313E8
186.0,97.00432250752753,0.8481626692664296,0.0,-5.840098347933393E9,-2.7116853220316235E10,-4.5448670332760566E8
187.0,130.96109981809568,0.38756279550711137,2.0,-1.5777671766990303E10,-2.9833667474750637E10,-6.093962514001468E7
188.0,113.15809455008898,0.356807071458936,2.0,2.7693372547624607E10,-1.2755301768329342E10,-2.0367152699299815E8
189.0,102.1874754321316,0.7727161354386776,1.0,2.45472058190123E10,1.5164843532214024E10,-4.275939795735163E8
190.0,117.3904726444467,0.45812217467720007,2.0,3.0976184569081238E10,5.07176395494257E9,3.019443732401613E9
191.0,143.30355934282798,0.2360014394688491,2.0,2.8340259085192005E10,2.2243762498189484E10,-8.359397590500641E8
192.0,120.23728565734768,0.597256106727402,2.0,-2.628367676825505E10,-1.8082152847659283E10,-1.6699804635064335E9
193.0,163.22497122026007,0.2706613478490487,2.0,-1.9964200093458866E10,-3.3478808412339912E10,1.621441293331257E9
194.0,114.65050742013686,0.5096660973874171,0.0,-2.77125682733623E10,1.3442695465136364E10,-2.4498281117595425E9
195.0,159.21284042213884,0.8771348157761912,2.0,3.423232019814875E10,1.714545422991211E10,-3.775448747222166E9
196.0,118.65595635098569,0.6042107644145276,2.0,-3.106929759812604E10,4.2499162209544773E9,3.473598122694254E9
197.0,96.76251316524596,0.7760374064431804,3.0,1.2836679981845314E10,2.4343901997103905E10,-2.5384036774020176E9
198.0,67.16029624079978,0.2139561245369484,1.0,-5.498366284523955E9,-2.089214143650598E10,-1.8650682622961981E9
199.0,103.26478366961211,0.2364143345279094,0.0,-1.1042233360389431E10,-2.6556272966955975E10,-7.992291167833288E7
200.0,65.20160028698365,0.6989249947375216,0.0,-1.721240949882944E10,-1.181426534018692E10,-3.143282085582285E9
201.0,83.8817018149339,0.4321148279417977,0.0,-2.0980266669752415E10,-1.3941920192003162E10,-2.6728587571422297E8
202.0,79.87144898162884,0.4137164344885047,0.0,-2.4223250157821053E10,2.6505202291250324E8,8.357607374127517E8
203.0,107.68104235567426,0.4032872296192894,0.0,1.2617601471589855E10,2.706945020434261E10,1.4810672757657306E9
204.0,76.80710583426806,0.2853121238130902,3.0,1.1650887226426683E10,-2.0577534777533623E10,1.1261749319072702E9
205.0,214.22487667824004,0.8300886771553018,3.0,7.863047527778765E9,4.586923696369488E10,-5.739338382569668E8
206.0,114.95413541760641,0.5095860685386769,2.0,-2.986917487194536E10,8.29039525197069E9,-1.6563734303288551E7
207.0,109.8635739988207,0.7761334801028086,3.0,-3.0073740138266937E10,1.1029422125425804E8,-7.040943989869985E7
208.0,108.82316464602063,0.5808357694670457,0.0,-2.6090694952872375E10,1.4464973586947828E10,-1.781662722189584E9
209.0,89.33147801549698,0.5268466544134024,0.0,7.976492446880722E8,2.6240236192300232E10,1.9273866202328377E9
210.0,98.61467265561468,0.6785252763914065,0.0,2.2486105312552624E10,1.6745870064819088E10,1.14318912396411E9
211.0,93.49015328531173,0.2650083214688875,0.0,2.1077402073642454E9,-2.6837091600337578E10,-1.5312126843253908E9
212.0,93.93534686494648,0.370625190314687,0.0,1.0003197078571999E10,2.5102896883555428E10,1.4876698818544765E9
213.0,93.998148720227,0.5366208571250716,0.0,2.701197091853609E10,-1.0657482122343102E9,2.364234246032653E9
214.0,95.39772287120337,0.28300401778990514,0.0,-1.870804671953524E10,1.9587206862274715E10,3.321172734452953E9
215.0,82.00813153911955,0.39248077473999765,0.0,-1.5632021513511927E10,1.8796864718995705E10,-2.916867378310403E9
216.0,92.44210711117083,0.6176829235668494,0.0,-1.4394625397114086E8,2.678345686846632E10,-5.447358672774949E8
217.0,100.20119214984666,0.7130198991216684,0.0,2.438278630956568E10,-1.4168381239315277E10,3.1393253707213836E9
218.0,109.56300399864205,0.8641605177722728,0.0,-2.4085270320316307E10,-1.773085076696026E10,-1.0749815373468652E9
219.0,125.03545419523674,0.4981309912780859,2.0,-1.857752081961485E10,2.722736327225305E10,1.1164604460590305E9
220.0,120.22019530412025,0.46081500410039056,2.0,-1.637876164104607E10,-2.728913502483157E10,3.2169744179143414E9
221.0,108.79602323870431,0.5315728831062866,2.0,-1.1346264572349985E10,-2.7468161803403236E10,-8.788900512078551E8
222.0,112.98231615360572,0.2734531641515529,2.0,-7.722038249202658E9,-2.9860235759851643E10,-2.5088657304010487E8
223.0,108.56698122491254,0.29381764187744136,3.0,2.753867658102807E10,-1.1675460831642056E10,7.172944402217633E8
224.0,102.47656134038156,0.677301063580548,3.0,-2.8152723721364204E10,4.870081636705252E9,-8.435404279821287E8
225.0,91.7631420375348,0.7005714882097016,0.0,1.5791845014215446E10,2.153495595391228E10,2.1331126518234342E8
226.0,80.4561310263908,0.11403167453468031,0.0,-1.5138850099868065E10,1.925486086697687E10,-7827601.385066429
227.0,73.5500366453574,0.7229550898264877,3.0,2.2442792296134483E10,4.944212525487959E9,-2.1838384507211547E9
228.0,106.0877450386157,0.9391883567501932,0.0,-1.6546989596016245E10,2.4192099252646645E10,-7.892792739942813E8
229.0,127.66464119983348,0.5617683688388299,2.0,-1.8224119945012383E10,-2.8085560801927773E10,1.3768975918439834E9
230.0,64.53346817698704,0.9075074932247265,0.0,-2.0100092895863743E10,6.809454887181316E9,7141228.616325442
231.0,110.29067074278905,0.41531272606917136,3.0,2.865317774190444E10,-9.175143251263851E9,1.198051462357604E9
232.0,115.7075342322263,0.36162368672696854,2.0,-7.8961800732150135E9,3.021504066925321E10,-1.5473155122108963E9
233.0,97.55049348945606,0.4059490614363557,0.0,9.219594527105862E9,-2.6151803962155094E10,3.1202968067595083E7
234.0,163.1080807880136,0.41618980464123767,2.0,3.8182650059314964E10,8.893350309445553E9,3.7719483195492834E8
235.0,81.40331132304566,0.7409714100532806,0.0,2.261003427222667E10,9.809712020008759E9,2.501636998141173E8
236.0,120.08421348713873,0.7448079215537151,2.0,-3.1408147705914078E10,-5.419206702220413E9,1.665848751625569E9
237.0,96.74322613426905,0.7133268052959306,0.0,-4.2698890968700333E9,-2.7059279485810097E10,-4.0906184889333444E9
238.0,90.02458397491328,0.5039649698333345,1.0,-2.6249574212690075E10,-2.315888913297987E9,2.9707869136423674E9
239.0,142.49010694728884,0.9891299624881986,2.0,-3.3924913333229725E10,-1.1337272264759361E10,1.1371811877143826E9
